----------------------header-------------------------2017-11-29 17:48:32,633 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Initializing pool with following settings: \n\tinitial connections: 3\n\tminimum connections: 3\n\tmaximum connections: 5\n
2017-11-29 17:48:32,660 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Added 127.0.0.1:11211 to server bucket
2017-11-29 17:48:32,661 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Creating initial connections 3 for host: 127.0.0.1:11211
2017-11-29 17:48:32,682 [25] DEBUG Memcached.ClientLibrary.SockIO+ConnectThread - Socket creation thread leaving for host: 127.0.0.1
2017-11-29 17:48:32,718 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created socket 1 for host: 127.0.0.1:11211
2017-11-29 17:48:32,722 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created and added socket: 1 for host 127.0.0.1:11211
2017-11-29 17:48:32,724 [26] DEBUG Memcached.ClientLibrary.SockIO+ConnectThread - Socket creation thread leaving for host: 127.0.0.1
2017-11-29 17:48:32,749 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created socket 2 for host: 127.0.0.1:11211
2017-11-29 17:48:32,749 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created and added socket: 2 for host 127.0.0.1:11211
2017-11-29 17:48:32,751 [27] DEBUG Memcached.ClientLibrary.SockIO+ConnectThread - Socket creation thread leaving for host: 127.0.0.1
2017-11-29 17:48:32,776 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created socket 3 for host: 127.0.0.1:11211
2017-11-29 17:48:32,776 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Created and added socket: 3 for host 127.0.0.1:11211
2017-11-29 17:48:32,784 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Cache socket pick 35caa1ab-6580-42dd-85e3-cc2f3f90f2d1 <null>
2017-11-29 17:48:32,790 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Moving socket for host 127.0.0.1:11211 to busy pool ... socket: 3
2017-11-29 17:48:32,790 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Memcached get command: get 35caa1ab-6580-42dd-85e3-cc2f3f90f2d1

2017-11-29 17:48:32,795 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Load items line: VALUE 35caa1ab-6580-42dd-85e3-cc2f3f90f2d1 0 207
2017-11-29 17:48:32,795 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - \tkey: 35caa1ab-6580-42dd-85e3-cc2f3f90f2d1; flags: 0; length: 207
2017-11-29 17:48:32,798 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Load items line: END
2017-11-29 17:48:32,798 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Finished reading from cache server
2017-11-29 17:48:32,798 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - memcached: got back 1 results
2017-11-29 17:48:32,798 [12] DEBUG Memcached.ClientLibrary.SockIO - Marking socket 3 as closed and available to return to avail pool
2017-11-29 17:48:32,800 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Calling check-in on socket: 3 for host: 127.0.0.1:11211
2017-11-29 17:48:32,800 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Removing socket (3) from busy pool for host: 127.0.0.1:11211
2017-11-29 17:48:32,800 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Returning socket (3 to avail pool for host: 127.0.0.1:11211
2017-11-29 17:48:32,819 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,819 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,819 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,819 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:32,850 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,850 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,850 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,850 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:32,880 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,880 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,880 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,880 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:32,911 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,911 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,911 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,911 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:32,941 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,941 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,941 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,941 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:32,972 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:32,972 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:32,972 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:32,972 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:33,003 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
2017-11-29 17:48:33,003 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of avail pool for host 127.0.0.1:11211 = 3
2017-11-29 17:48:33,003 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Size of busy pool for host 127.0.0.1:11211 = 0
2017-11-29 17:48:33,003 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Ending self maintenance.
2017-11-29 17:48:33,021 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Cache socket pick _categories <null>
2017-11-29 17:48:33,021 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Moving socket for host 127.0.0.1:11211 to busy pool ... socket: 3
2017-11-29 17:48:33,021 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Memcached get command: get _categories

2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Load items line: VALUE _categories 0 853
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - \tkey: _categories; flags: 0; length: 853
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Load items line: END
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - Finished reading from cache server
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.MemcachedClient - memcached: got back 1 results
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.SockIO - Marking socket 3 as closed and available to return to avail pool
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Calling check-in on socket: 3 for host: 127.0.0.1:11211
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Removing socket (3) from busy pool for host: 127.0.0.1:11211
2017-11-29 17:48:33,022 [12] DEBUG Memcached.ClientLibrary.SockIOPool - Returning socket (3 to avail pool for host: 127.0.0.1:11211
2017-11-29 17:48:33,034 [28] DEBUG Memcached.ClientLibrary.SockIOPool - Starting self maintenance....
